Gender,Age Group,Educational Degree Level,Major,Most Active Platform,Account Type,Type of Content,Number of Posts Created,Avg Time Spent on Platform (min/day),Number of Likes Given,Number of Likes Received,Number of Comments Made,Number of Comments Received,Number of Shares,Number of Followers,Number of Accounts Followed,Engagement Rate (%),Income in USD,Number of Views,Amount Invested in Advertising (USD)
Other,51+,High School,Science,Twitter,Influencer,Other,93,127.41098610670015,206,265,51,51,28,1582.2954102295396,375.8076731959824,69.19082311607575,42400.14901830345,5123,991.88946416611
Male,<12,Bachelor,Business,LinkedIn,Personal,Art-Drawing,91,171.9402956728742,191,248,49,65,38,1277.5404931900039,468.21607462836675,13.47930863825203,40161.68680608249,5102,2072.8513946737726
Female,34-38,None,Other,Instagram,Influencer,Educational,100,157.08078326201093,186,245,43,57,28,1263.8413119882493,472.32405165058844,54.08179778557615,75169.80905317893,4903,1677.7756549121655
Other,20-26,High School,Business,Facebook,Business,Art-Drawing,91,101.50040634079583,229,245,48,49,41,1339.29001569856,111.54016826741838,92.17042255545135,46318.627404711326,4903,284.8018743282346
Female,20-26,PhD,Science,Facebook,Influencer,Animation,106,134.83805328494952,202,254,59,63,30,1048.6354492597113,385.6821851443707,2.7935804457383417,20628.49186036549,4970,2835.438192643275
Other,13-19,Bachelor,Science,TikTok,Other,Singing,99,129.01696418519717,213,264,62,49,37,300.2961278026105,452.7066691224689,26.755736172680855,18906.466798807767,4970,2991.283333375979
Other,51+,Bachelor,Science,LinkedIn,Influencer,Art-Drawing,114,164.08176189486414,214,233,55,56,25,2237.601419201856,399.79359437029086,13.249353368014427,29424.997917172845,5073,2853.777050494734
Male,27-33,High School,Social Sciences,Twitter,Business,Other,108,44.696552330316976,197,261,45,54,26,1255.736859485653,236.66306090934472,53.31214794964148,23456.530050760346,4993,2320.427189942405
Male,46-51,None,Business,Facebook,Personal,Handmade Craft,102,153.38602106805493,248,267,45,62,32,642.767467707108,316.8400919458357,67.96424640713253,31190.111441487737,4906,1865.0090715327087
Female,39-45,PhD,Science,Other,Non-Profit,Art-Drawing,112,111.97446981708387,214,271,58,66,27,1589.403536992815,204.84862481301133,5.7779192063109335,35069.971810439034,5046,2172.6104142416343
Male,51+,None,Engineering,Facebook,Influencer,Singing,98,97.70313181648747,202,257,61,67,35,1807.8203584231176,374.7426320064044,7.028442064055129,34100.75150355835,5047,1877.5654776309466
Male,20-26,MD,Other,YouTube,Business,Educational,105,96.84593913616123,205,261,47,65,25,1410.9678749410482,153.64097397952645,86.96291927489054,0.0,4865,1366.4334703546895
Other,34-38,MD,Other,YouTube,Non-Profit,Other,98,81.0028105136616,193,225,63,62,29,855.6941028174342,368.53814391591607,45.62331485675083,18665.77784790883,4938,3540.5523838476115
Male,51+,High School,Engineering,Facebook,Non-Profit,Educational,108,101.57644777578193,183,249,51,60,28,792.1929782039957,228.99255010517413,46.29515996386478,40740.184807724945,5068,3264.9708940342935
Other,13-19,High School,Other,LinkedIn,Other,Singing,104,87.60797838205814,191,222,45,60,31,2640.805484691846,336.32047345275737,94.45803949581169,54654.470330201206,5020,2660.2132090507503
Other,13-19,High School,Social Sciences,TikTok,Non-Profit,Other,107,125.40651511521955,198,242,48,59,21,794.8152113791512,274.6511044646405,32.020961026493175,23944.41335821563,5053,1573.4946803411608
Other,39-45,MD,Social Sciences,Facebook,Business,Animation,98,137.6981289698514,188,239,55,53,23,685.4995560704467,263.96614636214673,89.70236470327903,24017.338138838066,5075,2584.7721243364213
Female,34-38,None,Arts,Instagram,Business,Other,86,112.30279771084915,200,232,61,64,31,1345.6189611444713,394.6773006633573,97.42547445762636,28662.763285365098,5004,1761.7551221759663
Female,27-33,None,Arts,Twitter,Influencer,Animation,102,164.99169618768497,186,268,38,60,31,1910.9240607065753,452.64812938430487,24.16941976504303,55869.820134601294,4939,1722.4666238250052
Female,51+,High School,Arts,TikTok,Influencer,Educational,127,103.54736143629185,212,260,46,58,32,2329.248670099195,213.50362163982714,51.403884921254296,30805.742615088504,4922,1983.902351470225
Other,34-38,PhD,Other,Instagram,Influencer,Educational,99,110.73412732810222,192,232,54,61,38,1393.3507835265837,318.66400204449764,53.43561529002584,0.0,4921,2441.0124093777067
Female,27-33,None,Social Sciences,TikTok,Non-Profit,Singing,103,105.81178071214728,206,237,49,57,35,1386.4478818332643,191.3547900951421,86.6168111792064,56814.5835707549,5089,1599.2776547905519
Female,34-38,MD,Social Sciences,Instagram,Non-Profit,Animation,101,137.95856621743184,184,224,56,50,22,858.0170082844465,253.94978812157274,30.390813638182156,40374.58057556802,4999,1860.9336051022767
Male,34-38,Bachelor,Social Sciences,Twitter,Other,Educational,101,140.98720508555664,204,269,53,56,36,2044.1257414625234,227.3166621928449,79.80424433534148,10604.435024801773,5164,3317.2732063477456
Female,<12,Bachelor,Engineering,Twitter,Influencer,Animation,93,134.8610065191329,212,220,35,50,29,1465.1393199308488,174.08435578592298,97.10073912780118,22332.110478435687,5098,326.1374757089711
Female,13-19,Bachelor,Social Sciences,YouTube,Personal,Educational,100,116.27674038187591,193,269,42,70,32,1481.4752345971444,405.9249156827757,84.03366527442992,18066.241999154066,5090,3017.009647381453
Other,51+,PhD,Engineering,LinkedIn,Other,Other,110,79.78131422766333,194,278,49,56,25,1716.7194978852049,310.3451937710487,90.91402834567175,26865.813406684207,5028,1868.371812978772
Other,34-38,High School,Arts,Instagram,Personal,Art-Drawing,102,110.41678257568479,214,238,41,50,33,1650.91799524718,245.33423214213576,70.83544391429696,52306.61906900092,5032,1539.7277780156246
Other,51+,MD,Arts,YouTube,Non-Profit,Handmade Craft,98,164.34419141701594,185,260,40,46,42,1429.859266807523,294.18034872201866,90.39557602771737,1994.3543306092324,5038,1697.22702953087
Other,39-45,PhD,Other,Instagram,Other,Other,103,150.3971366230496,204,247,52,61,22,2160.489791734968,419.6323327885716,16.485063535232737,24848.873348837915,5019,2011.338248536662
Other,34-38,MD,Arts,YouTube,Other,Travel,97,128.8215119006016,169,280,57,54,30,698.1564272113427,402.7653127360028,71.2361415041626,31667.254175232087,4962,2928.3169372121233
Other,20-26,MD,Other,Twitter,Business,Art-Drawing,120,108.4664382864467,213,270,54,66,26,1605.6469264375678,355.8308496126451,73.18773549714761,28958.83272515034,4879,2175.463864017813
Female,13-19,High School,Science,TikTok,Non-Profit,Travel,102,119.59144567996427,217,249,47,79,27,1703.5846407176537,233.06279083547471,43.91809464994206,18049.54130265405,4994,1508.2660431853074
Other,20-26,Bachelor,Science,Other,Non-Profit,Educational,95,108.59987282892857,197,255,50,64,38,1293.8033805594857,311.93363790261486,7.973846735791213,47848.96568327668,5015,2690.8394509286927
Other,51+,High School,Business,YouTube,Other,Handmade Craft,85,155.7915506425064,183,244,54,59,33,1808.224848736186,190.9015504763542,62.244374626082724,27618.17580644678,5003,1903.985914823471
Male,51+,PhD,Other,Instagram,Non-Profit,Handmade Craft,93,94.83099004819753,203,257,44,56,35,1831.5443489906029,291.2722561666679,5.188080657048067,25691.881803209188,4964,2527.0832650891975
Female,13-19,PhD,Business,Instagram,Other,Educational,88,147.71007846890933,200,231,51,64,38,2054.907182615083,397.7951782266324,38.24024961565495,35192.23967325072,4980,2271.483965413895
Female,51+,PhD,Business,Other,Business,Educational,102,104.12392285023698,199,232,49,58,23,1444.2201614340347,416.3212357164919,39.36702289757517,25795.730880308554,4925,938.0820681522605
Female,20-26,High School,Science,LinkedIn,Other,Animation,96,159.62780491085977,217,229,43,58,26,1391.4256003231292,235.72015192115265,99.89225084633328,21694.639043788975,5042,2571.7413857996216
Other,34-38,MD,Other,Twitter,Non-Profit,Educational,109,132.8032777142402,196,272,40,61,30,1769.597240821252,383.2620189020887,29.980203372911053,16117.212773581605,4935,355.79272196524516
Other,34-38,MD,Science,Instagram,Non-Profit,Singing,102,97.51837800165393,205,244,51,55,34,1401.2583831686923,362.72063427946523,82.04539379236886,62850.918885629435,4966,1899.8303830838358
Other,<12,None,Business,Facebook,Other,Educational,85,110.72062759493978,196,255,47,60,45,739.3280237680691,275.9395583196175,5.317168521835381,41898.7107187245,5068,990.2168364138868
Male,39-45,PhD,Other,TikTok,Other,Singing,105,141.34921820169978,196,236,53,50,27,1931.2116861092218,374.6117213260782,52.97659853858404,24265.209820365537,4951,27.342040987239443
Other,51+,MD,Business,YouTube,Other,Educational,100,105.02571529277822,203,253,58,65,24,582.8574095480592,422.6279059226247,53.66916785560121,49070.25385738218,5043,2246.367114609801
Male,20-26,None,Social Sciences,LinkedIn,Influencer,Animation,101,120.66409456143619,185,228,42,80,26,1700.83846445173,385.06585278915793,62.87498531944623,37852.18581140672,5054,2833.1755939315444
Female,51+,MD,Other,Other,Non-Profit,Singing,103,104.61167492553167,202,230,44,48,26,2769.246729530866,194.63157246493634,81.00052033899384,30577.69674427915,4942,1968.6265063152027
Other,51+,PhD,Other,TikTok,Non-Profit,Art-Drawing,108,172.7735144474564,174,240,41,71,30,1766.6073768220472,272.185007279078,76.1923381723148,14564.20966839007,4989,3284.5525896467916
Male,27-33,Bachelor,Business,Twitter,Influencer,Singing,92,177.9321567885399,186,227,51,50,24,1152.9469593498357,339.96186573838884,76.10081283323746,17583.128753000776,5033,2000.5341612428217
Male,<12,PhD,Social Sciences,LinkedIn,Other,Other,100,163.89371860175171,195,212,37,56,32,1274.317913372439,219.6504366404418,43.22939343242869,44527.11634750902,5080,2177.3365997840738
Other,20-26,High School,Engineering,YouTube,Business,Animation,127,116.26878104598501,206,265,49,56,28,1685.3118830627382,455.7951757430567,72.74714824665264,41283.62111703931,5062,1157.6507489405108
Female,20-26,MD,Science,YouTube,Other,Travel,112,107.91742059879095,190,249,62,63,38,1489.314119867023,331.3449763304112,49.13157177491215,9405.426276621194,4931,2582.1654619354526
Female,51+,MD,Business,Other,Other,Singing,95,96.62509261457612,211,255,59,60,22,1878.1262646606453,254.64322579377426,6.69511783450022,23885.14547305214,5108,2537.3905621860727
Female,<12,High School,Other,Facebook,Influencer,Other,96,166.0716387240932,191,241,46,58,33,2225.0418253622634,248.39354815858314,89.0181782611727,40199.393240943034,4996,1582.0593794347294
Male,34-38,High School,Science,Other,Non-Profit,Other,85,147.92171132103508,211,247,48,47,30,2157.206044980502,230.48308294910083,89.01633061387604,46685.98474893965,5049,717.8921337609756
Male,20-26,Bachelor,Science,Twitter,Other,Other,94,149.3628264452202,195,276,49,47,27,922.0926472073874,370.5842721025216,32.28787646551393,37716.411825340205,5072,506.3551331470628
Male,34-38,MD,Science,LinkedIn,Non-Profit,Educational,103,112.50216189357324,207,217,44,57,22,1507.9993850648461,382.4806023319144,91.39026192809402,23155.079205973365,4917,3007.5369632829756
Male,<12,MD,Engineering,LinkedIn,Personal,Other,108,67.26307547226276,195,223,66,62,33,1746.400818461242,233.6128533423759,75.79840385050815,33540.04546920597,5006,834.0584154723585
Female,34-38,Bachelor,Arts,Instagram,Non-Profit,Educational,95,74.1612717137771,183,255,55,60,35,2258.4716025839525,446.92673150373264,40.08012308620231,26838.362981296643,4926,3522.5616970584406
Other,13-19,None,Business,Facebook,Business,Travel,94,121.72902188707529,226,250,50,68,29,1679.5872343297458,261.3046454375556,33.150559842525354,35729.92759355203,5016,1216.0040702659917
Male,27-33,Bachelor,Arts,Facebook,Business,Animation,97,104.31977230900993,193,228,70,62,23,1158.1498566066025,220.30884762882627,97.5142699386101,52171.42228256358,5003,1701.6823141818672
Male,46-51,PhD,Arts,LinkedIn,Other,Handmade Craft,98,100.86896116822105,190,242,53,61,35,1717.521367467234,347.72396231061344,71.2626963111311,18266.497235335308,5101,4831.55035139955
Female,20-26,MD,Arts,LinkedIn,Non-Profit,Educational,106,130.35445121185873,205,245,48,47,30,2409.6427004671523,180.0388924764461,37.88099547712002,34214.88016049101,5049,1529.1264265276375
Other,39-45,High School,Science,TikTok,Other,Other,85,150.40979489578476,167,279,63,72,33,1373.7992639904996,163.48932252949777,64.19838879808052,28549.001532452145,4938,1035.822623959825
Other,27-33,PhD,Social Sciences,TikTok,Influencer,Other,104,98.96318794209752,204,223,40,54,17,1149.3318736948058,204.67564782968074,57.15261990373689,26057.791250107482,5043,1660.8426665500856
Female,46-51,MD,Science,TikTok,Business,Art-Drawing,91,80.83170943031467,219,263,62,62,26,1483.7642148412328,221.47425642876885,52.454002270396074,27902.474452592884,4977,482.8994231034585
Female,34-38,Bachelor,Science,Facebook,Other,Other,110,99.6758647356682,191,252,54,59,39,1174.5623176498975,374.9500100911085,64.47018988118438,49703.87825225973,5003,1717.7408255537903
Other,20-26,PhD,Other,Instagram,Influencer,Animation,90,88.68108112344203,183,225,30,50,27,1913.494204755566,170.37672970687623,53.76263221803619,38692.808120524234,5013,2072.2065391376054
Male,34-38,MD,Other,YouTube,Other,Singing,94,137.78497847777965,184,266,47,65,32,1178.2036489422335,336.87862929574055,65.47903536863807,22812.761834365007,5052,2993.669841276287
Other,13-19,None,Arts,TikTok,Non-Profit,Singing,88,119.87673737370235,198,265,52,56,29,2146.266482846395,384.1539886290659,90.75685622236391,39744.51536296551,5016,2509.663968579376
Female,<12,None,Science,Instagram,Non-Profit,Other,98,176.4146768470668,185,265,47,67,38,1747.6431469446804,444.4688717762666,99.32649681452719,21618.22992856935,5020,2145.7282942101006
Male,20-26,High School,Arts,Other,Non-Profit,Art-Drawing,95,142.04055358914786,169,258,50,72,26,1848.4988819812265,250.81362091578347,70.92868733480134,3161.4790485548037,4963,4149.942149982746
Male,46-51,MD,Other,Twitter,Non-Profit,Educational,93,174.41568410994495,205,251,48,65,30,1844.6688283672343,258.73450791945726,92.78208017504326,0.0,5020,2600.0753702026186
Female,46-51,None,Social Sciences,TikTok,Personal,Animation,89,77.88373920277152,208,261,46,63,26,1925.9348167874152,503.64485829626983,85.8410253882954,37511.73384775486,5006,3435.142235581311
Female,13-19,Bachelor,Business,Other,Influencer,Art-Drawing,106,22.414236107051508,198,252,46,58,33,1345.3135556239022,435.3148841467331,29.503739798127913,25733.681572527254,5005,2891.12863968265
Female,13-19,MD,Arts,YouTube,Influencer,Educational,101,127.28976085306205,193,238,49,55,42,1010.966829244632,272.5386021970046,93.29079830430356,44961.66239510844,5008,3396.3599443813373
Other,51+,Bachelor,Social Sciences,Twitter,Non-Profit,Animation,85,123.69660722976322,211,232,47,62,27,1261.9206235473666,414.6669063708783,7.080900005262148,35806.83627931882,4967,3147.5237226003865
Other,20-26,Bachelor,Business,Twitter,Personal,Other,99,116.31643756356189,196,254,48,62,35,1963.1768861715066,324.74722724529215,32.992182104354484,33907.9742181235,4864,2834.3362020998416
Male,34-38,None,Engineering,YouTube,Non-Profit,Singing,100,122.87390176888935,204,266,57,60,36,616.7594779237693,301.63123393421085,63.99449351048,23236.573816098233,4886,2609.745731946753
Female,39-45,MD,Arts,TikTok,Personal,Animation,111,86.27921445808175,216,234,63,46,34,500.19970952657354,548.3252951945425,52.69154458951421,37824.66274736534,5026,3485.74309549177
Male,46-51,PhD,Arts,Facebook,Non-Profit,Other,99,136.8953609365335,201,261,45,56,25,1612.2831375036226,407.4797528283404,54.24123928293626,53276.58746614632,5057,1414.094798597679
Male,46-51,None,Engineering,YouTube,Business,Travel,86,142.08579720307011,204,235,51,64,30,1922.1210050529785,488.6809731749378,79.4888329801248,0.0,4980,1265.9663683597646
Male,13-19,None,Engineering,YouTube,Business,Handmade Craft,101,84.00753848990678,192,228,42,57,32,1989.9953313989167,193.7803170438071,19.47036822861923,27753.1211281465,5020,403.6146617641434
Male,27-33,MD,Arts,YouTube,Other,Animation,105,109.39090737452126,211,245,50,61,34,1024.6016686528674,479.76137137438053,98.20755099674587,50177.73586935076,5125,2524.2443707542193
Female,13-19,MD,Engineering,Twitter,Non-Profit,Handmade Craft,104,111.24408452580717,204,259,43,65,33,910.219036343737,284.3646310568048,43.745822729717055,12817.720261500508,5111,3161.905914283104
Male,39-45,Bachelor,Science,Instagram,Influencer,Animation,108,99.87567293519163,187,259,42,76,20,1156.939687612664,283.0741227793616,94.98432648055952,32002.65257782335,5066,960.487657099304
Female,34-38,MD,Business,Other,Other,Handmade Craft,93,85.16662829600335,201,255,55,51,26,1303.6006570516026,338.98313265792876,38.31158644968327,19750.05999258403,4997,1275.5538139364028
Female,34-38,Bachelor,Business,Facebook,Business,Travel,96,120.37514973076274,212,234,43,64,37,1332.3495794382766,351.236942394585,60.178666885163565,25985.76388372533,5035,3440.992912092907
Other,27-33,None,Business,TikTok,Non-Profit,Singing,81,127.82416561992895,219,239,46,72,22,1560.5890128062233,405.510502694132,45.031147132313606,3401.8421783619597,4902,2694.221989283004
Female,46-51,High School,Science,TikTok,Other,Educational,118,101.69453673707115,173,244,51,62,25,2202.8125602975724,388.34891467639886,67.59351638519703,44770.98245740981,4968,2650.722114097471
